ISBN,ISBN_10,ProductID,BTKey,Author,Title,PriceReguar,PriceDiscounted,30day_demand,Annotation,FormatPrimary,FormatPrimary_Description,FormatPrimary_QuantityPack,CountryOfPublication,LanguageCode,Classification_Merchandise,Classification_BookType,Classification_DeweyClass,Classification_LCClass,Classification_SeriesProduct,Subjects_General,Subjects_Bisac,Subjects_Library,ProductType,ProductLineID,ProductStatus,DateCreated
9780486411200,0486411206,0003471239,0003471239,"Muller, F. Max",Wisdom of the Buddha,3,1.71,1,"Few of the sacred texts of the world's great religions present their wisdom with the clear simplicity of the verses of the Buddhist Dhammapada, or Path to Virtue. Its direct style, clarity, and beauty place it at the forefront of Buddhist sacred literature, and its noble intent raises it to the highest level of humanity's spiritual guides. Easily accessible to any reader, the Dhammapada offers a wealth of wisdom for the novice, as well as the most ardent and experienced of spiritual seekers.
Gathered by Buddhist masters into related groups — ""On Earnestness,"" ""Flowers,"" ""The Fool,"" ""The Wise Man,"" ""Happiness,"" ""Pleasure"" — these ancient texts transcend the limitations of time, tradition, and culture to express the ethical principle underlying all wise and compassionate philosophy and conduct. Here are the Four Truths that reveal the nature of the world and our lot in it; here also is the Eightfold Path, the way to enlightenment, incorporating the means to overcome the essential suffering revealed by the Four Truths as the essence of life. The Dhammapada serves as a coherent summation of the necessities for following the Eightfold Path as well as an encouraging and thought-provoking resource to consult along the way.
Expressed with great beauty and translated with painstaking scholarship, this classic guide is certain to stimulate, challenge, and inspire students of religion and philosophy as well as all who thirst for enlightenment.",Paperback,"vi, 49 p. 8.50 H x 0.25 D x 5.25 W inches 0.12 lbs.",1,,ENG,JUVENILE,Juvenile Non-Fiction,294.3/82322,BQ1372.E54 M85 2000,Dover Thrift Editions,Juvenile Grades 7-9 Ages 12-14,"YOUNG ADULT NONFICTION / Religion / General
YOUNG ADULT NONFICTION / Philosophy",null,Book,BOOK,,12/25/2012
9780486411231,0486411230,0003481412,0003481412,"Rattiner, Susan L.",Women's Wit and Wisdom,3,1.71,0,"""Blessed is the man who, having nothing to say, abstains from giving us wordy evidence of the fact,"" said Mary Ann Evans, a.k.a. George Eliot. ""In nine cases out of ten, a woman had better showmore affection than she feels,"" opined Jane Austen. ""When a girl marries, she exchanges the attentions of many men for the inattention of one,"" observed Helen Rowland. These are just a few of more than 400 memorable quotes in this volume, expressed over the past 2,500 years by female poets, novelists, historical figures, celebrities, entertainers, and others.
Covering a broad range of topics — men, women, love and romance, marriage, family, human nature, aging, the quest for gender equality, work and occupations, joy and sorrow, nature, the environment, and more — the quotations are divided into subject categories and arranged chronologically by the author's date of birth. Where possible, sources and dates are cited for each quote.
Browse through these pages and immerse yourself in snippets of worldly wisdom from the poignant (""The loneliest woman in the world is a woman without a close woman friend"" — Toni Morrison) to the despairing (""Old age is woman's hell"" — Ninon de Lenclos) to the politically astute (""Do not tell secrets to those whose faith and silence you have not already tested"" — Queen Elizabeth I) to the humorous (""Flops are a part of life's menu, and I've never been a girl to miss out on any of the courses"" — Rosalind Russell).
You'll also find food for thought from Sappho, Madame de Stael, Harriet Tubman, Margaret Sanger, Eleanor Roosevelt, Helen Keller, Erma Bombeck, Oprah Winfrey, Gloria Steinem, and Hillary Rodham Clinton, among others. Brimming with timeless observations, humor, and wisdom, this practical and entertaining little volume will be indispensable to public speakers and a delight to general readers.",Paperback,"viii, 68 p. ; 8.25 H x 0.25 D x 5.25 W inches 0.16 lbs.",0,,ENG,GENERAL,Non-Fiction,305.4,PN6081.5 .W59 2000,Dover Thrift Editions,Sociology,"SOCIAL SCIENCE / Women's Studies
LITERARY COLLECTIONS / General","Women; Quotations.
Quotations, English.
Women's wit and humor.",Book,BOOK,,12/24/2012
9780486414102,0486414108,0003556335,0003556335,"Whitman, Walt",Song of Myself,3,1.71,3,"Considered by many to be the quintessential American poet, Walt Whitman (1819–92) exerted a profound influence on all the American poets who came after him. And it was with this inspired, oceanic medley, ""Song of Myself"" (which in the first editions ofLeaves of Grass was still nameless), that this great poet first made himself known to the world.
Readers familiar with the later, more widely published versions of Leaves of Grass will find this first version of ""Song of Myself"" new, surprising, and often superior to the later versions — and exhilarating in the freshness of its vision. In this inexpensive edition, this enormously influential work will especially delight students, teachers, and any devotee of Walt Whitman.",Paperback,"vi, 54 p. ; 8.50 H x 0.25 D x 5.50 W inches 0.10 lbs.",0,,ENG,GENERAL,Non-Fiction,811/.3,PS3222 .S6 2001,Dover Thrift Editions,Poetry,POETRY / Ancient & Classical,null,Book,BOOK,,12/22/2012
9780486414171,0486414175,0003556340,0003556340,"Tagore, Rabindranath",Gitanjali,3,1.71,0,"A Bengali poet and mystic, Rabindranath Tagore (1861–1941) had long been loved and admired in India, but it was not until the publication of his own English translation of more than a hundred of his Bengali poems in 1913 that he achieved international fame — and a Nobel Prize. 
Comprised of moving, heartfelt prose poems reminiscent of Blake and Gibran — many almost biblical in their rhythms, phrasings, and images —Gitanjali (Song Offerings) was inspired by medieval Indian lyrics of devotion in which the principal subject is love, through some poems detail the internal conflict between spiritual longings and earthly desires, and others depict images drawn from nature.
In his introduction to this translation, William Butler Yeats writes: ""I have carried the manuscript of these translations about with me for days and I have often had to close it lest some stranger would see how much it moved me."" This new edition is sure to earn Tagore a broad new following.",Paperback,"xiv, 46 p. : 8.75 H x 0.25 D x 5.50 W inches 0.15 lbs.",0,,ENG,GENERAL,Non-Fiction,891.4/414,PK1723.G56 E5 2000b,Dover Thrift Editions,Poetry,POETRY / Subjects & Themes / Inspirational & Religious,"Prose poems, Bengali; Translations into English.
Bengali poetry; Translations into English.",Book,BOOK,,12/21/2012
9780486414225,0486414221,0003547813,0003547813,"Shakespeare, William",The Merry Wives of Windsor,3,1.71,0,"According to legend, Queen Elizabeth I was so delighted with the character of Sir John Falstaff inHenry IV, Parts I and II, that she commanded Shakespeare to create a romantic comedy depicting the jolly old rogue in love. The obedient playwright responded withThe Merry Wives of Windsor, a lively and enduring farce that offers a humorous rebuff to lechery and hypocrisy.
Falstaff, whose greed and vanity overwhelm his good sense, determines to seduce a pair of well-to-do country housewives. The portly knight meets his match among the gentlewomen of Windsor, however, who counter his every stratagem with witty maneuvers of their own that expose Sir John's tomfoolery to public mirth. Familiar Shakespearean themes and devices — romance, jealousy, disguises, and mistaken identities — enrich the plot, along with a sparkling cast of supporting characters, including rival wooers, informers, and witty go-betweens.
This madcap romp has been a favorite of readers and playgoers for over 400 years. Students, teachers, and all lovers of literature and drama will appreciate this inexpensive edition of an ageless comic gem.",Paperback,"viii, 72 p. ; 8.25 H x 0.25 D x 5.25 W inches 0.14 lbs.",0,United States,ENG,GENERAL,Non-Fiction,822.3/3,PR2826 .A1 2000,Dover Thrift Editions,Plays,DRAMA / Shakespeare,"Falstaff, John, Sir (Fictitious character); Drama.
Married women; Drama.
Windsor (Windsor and Maidenhead, England); Drama.
Comedies.",Book,BOOK,,12/26/2012
9780486414232,048641423X,0003556344,0003556344,"Wilde, Oscar",An Ideal Husband,3,1.71,60,"Although Oscar Wilde (1854–1900) created a wide range of poetry, essays, and fairy tales (and one novel) in his brief, tragic life, he is perhaps best known as a dramatist. His witty, clever drama, populated by brilliant talkers skilled in the art of riposte and paradox, are still staples of the theatrical repertoire.
An Ideal Husband revolves around a blackmail scheme that forces a married couple to reexamine their moral standards — providing, along the way, a wry commentary on the rarity of politicians who can claim to be ethically pure. A supporting cast of young lovers, society matrons, an overbearing father, and a formidable femme fatale continually exchange sparkling repartee, keeping the play moving at a lively pace.
Like most of Wilde's plays, this scintillating drawing-room comedy is wise, well-constructed, and deeply satisfying. An instant success at its 1895 debut, the play continues to delight audiences over one hundred years later.An Ideal Husband is a must-read for Wilde fans, students of English literature, and anyone delighted by wit, urbanity, and timeless sophistication.",Paperback,"ix, 78 p. ; 8.50 H x 0.25 D x 5.25 W inches 0.15 lbs.",0,,ENG,GENERAL,Non-Fiction,822/.8,PR5818 .I2 2000,Dover Thrift Editions,Humor,"HUMOR / Form / Parodies
DRAMA / General","London (England); Drama.
Comedies.",Book,BOOK,,12/14/2012
9780486416595,0486416593,0003679246,0003679246,"Burgess, Thornton W.",Old Granny Fox,3,1.71,0,"Winter's here, and there's a carpet of deep snow covering the Green Forest and the nearby meadow — which means Reddy Fox and Granny Fox are having trouble finding food. Reddy, of course, is full of reckless ideas, such as getting into Farmer Brown's chicken house in daylight.
Using the wisdom she's acquired over the years, Granny overrules many of Reddy's foolhardy suggestions, taking the conceit out of a youngster who thinks he knows more than anyone else. Granny also teaches Reddy quite a bit about patience, common sense, and resourcefulness.
A timeless fable by master storyteller Thornton W. Burgess, Old Granny Fox will delight youngsters with an entertaining story while teaching important lessons — in a painless and enjoyable way — about wildlife, the environment, and personal conduct.",Paperback,"vi, 89 p. : 8.25 H x 0.25 D x 5.25 W inches 0.18 lbs.",0,,ENG,JUVENILE,Easy Fiction,[E],PZ7.B917 OK 2001,Dover Children's Thrift Classics,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Legends, Myths, Fables / General","Foxes; Fiction.
Animals; Fiction.",Book,BOOK,,12/16/2012
9780486419251,0486419258,0003761020,0003761020,"Wilde, Oscar",The Canterville Ghost and Other Stories,3,1.71,9,"Renowned for his poetry, plays, essays, and conversational skills, Oscar Wilde also wrote scintillating works of short fiction. This volume includes four fine examples, includingThe Canterville Ghost, the comical tale of a spirit who terrorized the residents of Canterville Chase for three centuries. When the manor is acquired by a no-nonsense American family with no use for the supernatural, hilarity ensues.
Three other stories feature ""The Sphinx Without a Secret,"" a tale of an enigmatic woman who carries a mystery's key to her grave; ""The Model Millionaire,"" recounting the exploits of a ""delightful, ineffectual young man with a perfect profile and no profession""; and ""Lord Arthur Savile's Crime,"" in which an aristocrat learns that he is destined to commit murder. Rounding out the volume are Wilde's lyricalPoems in Prose: ""The Artist,"" ""The Doer of Good,"" ""The Disciple,"" ""The Master,"" ""The House of Judgment,"" and ""The Teacher of Wisdom.""",Paperback,"ix, 69 p. ; 8.00 H x 0.25 D x 5.25 W inches 0.15 lbs.",0,,ENG,GENERAL,Fiction,823/.8,PR5811 .C4 2001,Dover Thrift Editions Series,Literature/Classics,FICTION / Classics,null,Book,BOOK,,12/22/2012
9780486424507,0486424502,0004013275,0004013275,"Cather, Willa",Alexander's Bridge,3,1.71,3,"Construction engineer and world-renowned bridge builder Bartley Alexander has everything in mid-life: wealth, good looks, and fame. Yet he finds himself restless and discontented with life — until he meets a former love from his student days and resumes his relationship with her.
Living a double life, Alexander is torn between Winifred, his American wife — a cold woman with clearly defined standards — and Hilda Burgoyne, his alluring mistress in London who helps him recapture his youth and sense of freedom. Alexander's affair, which eventually gnaws away at his sense of propriety and honor, proves disastrous.
Willa Cather's first novel — a fascinating study of a man's growing awareness of the breach in his integrity—is essential reading for fans of this great American novelist.
"" … exceptionally well-conceived and well written."" — Outlook
"" … told with a good deal of charm and skill."" — New York Times Book Review
"" … a story of brilliant and unusual power."" — McClure's",Paperback,"ix, 80 p. ; 8.25 H x 0.25 D x 5.25 W inches 0.20 lbs.",0,,ENG,GENERAL,Fiction,813/.52,PS3505.A87 A7 2002,Dover Thrift Editions,Fiction,FICTION / Classics,"Bridges; Design and construction; Fiction.
London (England); Fiction.
Civil engineers; Fiction.
Married people; Fiction.
Boston (Mass.); Fiction.
Mistresses; Fiction.
Psychological fiction.",Book,BOOK,,12/26/2012
9780486424637,0486424634,0003946580,0003946580,"Bradfield, Bill",Books and Reading,3,1.71,1,"""Let blockheads read what blockheads write,"" suggested Lord Chesterfield. W. H. Auden once said, ""Some books are undeservedly forgotten; none are undeservedly remembered."" And TV celebrity Jerry Seinfeld noted: ""The big advantage of a book is that it's very easy to rewind. Close it and you're right back at the beginning."" 
Over 450 memorable quotes about books and reading fill these pages—with provocative declarations from Mark Twain, Virginia Woolf, Andrew Carnegie, Theodore Roosevelt, James Thurber, Anna Quindlen, and Oprah Winfrey, and scores of other writers, political figures, and celebrities.
A handy aid for speech writers and public speakers, this entertaining collection will also delight general readers.",Paperback,"iv, 65 p. ; 8.00 H x 0.25 D x 5.25 W inches 0.60 lbs.",0,,ENG,GENERAL,Non-Fiction,28,PN6084.B65 B65 2002,Dover Thrift Editions,Literary Criticism,LITERARY CRITICISM / Books & Reading,"Books and reading; Quotations, maxims, etc.",Book,BOOK,,12/25/2012
9780486427591,0486427595,0004114153,0004114153,Plato,Gorgias and Timaeus,3,1.71,0,"Two major works by one of history's best known and most widely read and studied philosophers. InGorgias, an exploration of the proposition that it is better to suffer wrong than to do wrong, Socrates debates with an amoral young sophist and assets that it is preferable to endure someone else's bad conduct than to be the source of bad behavior.Timaeus relates a creation myth that concludes with the birth of humanity, in which Socrates demonstrates that morality is based on cosmic order. True morality, he maintains, is neither the product of human evolution nor an exercise of will, but an external manifestation of the soul's order and harmony. B. Jowett translation",Paperback,"v, 249 p. ; 8.00 H x 0.75 D x 5.00 W inches 0.45 lbs.",0,,ENG,GENERAL,Fiction,170,B371.A5 J69 2003,Dover Thrift Editions,Literature/Classics,LITERARY COLLECTIONS / Ancient & Classical,"Ethics; Early works to 1800.
Political science; Early works to 1800.
Cosmology; Early works to 1800.",Book,BOOK,,12/29/2012
9780486431642,0486431649,0004227373,0004227373,"Conrad, Joseph",Under Western Eyes,3,1.71,0,"Acclaimed as one of Conrad's finest literary achievements, this gripping novel deftly depicts the political turmoil of nineteenth-century Russia and follows the dramatic developments in the life of a student, Razumov, as he prepares for a career in the czarist bureaucracy.
In a plot that twists and turns, Razumov unwittingly becomes embroiled in a revolutionary conspiracy when he gives refuge to a fellow student who assassinated a public official. Increasingly enmeshed in the radical's political intrigue, he betrays the anarchist who had placed blind faith in him. The authorities then dispatch Razumov on a mission to spy on the revolutionary's sister and mother.
A fascinating character study, Under Western Eyes hauntingly reveals Razumov's preoccupation with questions of decency and accountability when confronted by the equally powerful values of human integrity and moral strength.",Paperback,"vii, 249 p. ; 8.00 H x 1.00 D x 5.25 W inches 0.45 lbs.",0,,ENG,GENERAL,Fiction,823/.912,PR6005.O4 U5 2003,Dover Thrift Editions,Literature/Classics,FICTION / Classics,"Russia; History; 1904-1914; Fiction.
Saint Petersburg (Russia); Fiction.
Geneva (Switzerland); Fiction.
College students; Fiction.
Terrorism; Fiction.
Bombings; Fiction.
Political fiction.",Book,BOOK,,12/27/2012
9780486433592,0486433595,0004354944,0004354944,Epictetus,Enchiridion,3,1.71,1,"Although he was born into slavery and endured a permanent physical disability, Epictetus (ca. 50–ca. 130 AD) maintained that all people are free to control their lives and to live in harmony with nature. We will always be happy, he argued, if we learn to desire that things should be exactly as they are. After attaining his freedom, Epictetus spent his entire career teaching philosophy and advising a daily regimen of self-examination. His pupil Arrianus later collected and published the master's lecture notes; the Enchiridion, or Manual, is a distillation of Epictetus' teachings and an instructional manual for a tranquil life. Full of practical advice, this work offers guidelines for those seeking contentment as well as for those who have already made some progress in that direction. Translated by George Long.",Paperback,"iv, 56 p. ; 8.00 H x 0.25 D x 5.00 W inches 0.12 lbs.",0,,ENG,GENERAL,Non-Fiction,188,B561.M52 E5 2004,,Philosophy,PHILOSOPHY / Ethics & Moral Philosophy,"Ethics, Ancient.
Conduct of life; Early works to 1800.",Book,BOOK,,12/25/2012
9780486492773,048649277X,0013310294,0013310294,"Rand, Ayn",Anthem,3,1.71,3,"Hailed by The New York Times as ""a compelling dystopian look at paranoia from one of the most unique and perceptive writers of our time,"" this brief, captivating novel offers a cautionary tale. The story unfolds within a society in which all traces of individualism have been eliminated from every aspect of life — use of the word ""I"" is a capital offense. The hero, a rebel who discovers that man's greatest moral duty is the pursuit of his own happiness, embodies the values the author embraced in her personal philosophy of objectivism: reason, ethics, volition, and individualism.
Anthem anticipates the themes Ayn Rand explored in her later masterpieces,The Fountainhead and Atlas Shrugged. Publisher's Weekly acclaimed it as ""a diamond in the rough, often dwarfed by the superstar company it keeps with the author's more popular work, but every bit as gripping, daring, and powerful.""",Paperback,"v, 89 pages ; 7.75 H x 0.25 D x 4.75 W inches 0.18 lbs.",1,,ENG,GENERAL,Fiction,813/.52,PS3535.A547 A7 2014,Dover Thrift Editions,Literature/Classics,"FICTION / Classics
FICTION / Dystopian","Men; Psychology; Fiction.
Individuality; Fiction.
Time travel; Fiction.
Psychological fiction.
Science fiction.",Book,BOOK,,5/15/2013
9780486800455,0486800458,0017109798,0017109798,"Henson, Josiah",The Life of Josiah Henson,3,1.71,0,"Born into slavery on a Maryland farm, Josiah Henson fled with his family to Ontario. Avid readers of his 1849 memoir included Harriet Beecher Stowe, who acknowledged its influence onUncle Tom's Cabin.",Paperback,96 pages ; 8.00 H x 0.50 D x 5.25 W inches 0.18 lbs.,1,,ENG,GENERAL,Non-Fiction,306.3/62092,E444 .H52 2015,Dover Thrift Editions,Biography/Autobiography,"BIOGRAPHY & AUTOBIOGRAPHY / Cultural, Ethnic & Regional / General
HISTORY / United States / Civil War Period (1850-1877)
BIOGRAPHY & AUTOBIOGRAPHY / Educators","Henson, Josiah,; 1789-1883.
Slaves; United States; Biography.
African Americans; Biography.
Fugitive slaves; United States; Biography.
Fugitive slaves; Canada; Biography.
Blacks; Canada; Biography.
Clergy; Canada; Biography.",Book,BOOK,,5/15/2015
9780486811239,0486811239,0018687682,0018687682,Epictetus,The Philosophy of Epictetus,3,1.71,0,"""Wealth consists not in having great possessions, but in having few wants.""
""There is only one way to happiness and that is to cease worrying about things which are beyond the power of our will.""
""Is there smoke in the room? If it be slight, I remain; if grievous, I quit it. For you must remember this and hold it fast, that the door stands open.""
A leading thinker of the Stoic school of philosophy, Epictetus (A.D. 55–135) was a renowned teacher whose students transcribed and compiled his teachings; this collection presents the work of Arrian, a Greek philosopher and historian who was a disciple of Epictetus. In these two brief but highly influential works, Epictetus demonstrates that philosophy is more than a theoretical discipline; it is a way of life based on logic, reason, and self-reflection. His examination of the nature of fate and man's place in the universe explores the distinction between what is and is not within our power, the meaning of good and evil, how we should live, and many other timeless issues.",Paperback,"vii, 78 pages ; 8.00 H x 0.50 D x 5.00 W inches 0.15 lbs.",1,,ENG,GENERAL,Non-Fiction,188,B560 .E5 2017,Dover Thrift Editions,Philosophy,"PHILOSOPHY / History & Surveys / Ancient & Classical
PHILOSOPHY / Free Will & Determinism",Stoics.,Book,BOOK,,4/6/2016
9780486813639,0486813630,0019687542,0019687542,"Melville, Herman","Billy Budd, Sailor",3,1.71,0,"Cheerful, hardworking, and handsome, Billy is pressed into naval service aboard a British ship during the Napoleonic wars. The innocent and lovable young man quickly wins the hearts of all his comrades, save one: Claggart, the implacably bitter master-at-arms, who falsely accuses Billy of inciting mutiny. Rich in ambiguities, Herman Melville's haunting parable of the clash between good and evil raises thought-provoking issues related to the conflict between the requirements of the law and the needs of humanity.
This is the definitive edition of Melville's classic tale. Billy Budd, Sailor was discovered unfinished in the author's desk shortly after his 1891 death and remained unpublished until 1924. This text is the result of years of study and scrupulous research by Melville scholars. It offers students and other lovers of literature the best and most authentic version of the American storyteller's final masterpiece.",Paperback,80 p. : 8.00 H x 0.25 D x 5.00 W inches 0.10 lbs.,1,,ENG,GENERAL,Fiction,813,PS,Dover Thrift Editions,Literature/Classics,"FICTION / Classics
FICTION / Sea Stories",null,Book,BOOK,,10/11/2016
9780486821566,0486821560,0021697898,0021697898,"Freud, Sigmund",The Ego and the Id,3,1.71,0,"All human behaviors and traits, according to this 1923 study, derive from the complicated interactions of three elements of the psyche: the id, the ego, and the superego. The root of Sigmund Freud's approach to psychiatric treatment resides in bringing the id, the hidden source of human passion, to the surface. The ego — formed to negotiate the id's interactions with reality — and the superego — the critical, moralistic part of the mind — remain in constant conflict with the id's demands.
Although the concept of the unconscious was not Freud's own invention, he brought it into popular awareness and pioneered its use in treating mental conditions. This groundbreaking volume constitutes one of the Viennese physician's most insightful works on the topic. In addition to positing the balancing act between the id, ego, and superego, Freud further explores the concepts of the life force and the death force, and the anxieties driven by fear, morality, and guilt.",Paperback,"viii, 56 pages ; 8.00 H x 0.25 D x 5.00 W inches 0.15 lbs.",1,,ENG,GENERAL,Non-Fiction,150.19/52,BF173 .F645 2018,Dover Thrift Editions,Psychology,"PSYCHOLOGY / Movements / Behaviorism
PSYCHOLOGY / Emotions","Psychoanalysis.
Ego (Psychology).
Id (Psychology).
PSYCHOLOGY / Movements / Behaviorism.",Book,BOOK,,10/20/2017
9780486826646,0486826643,0023028984,0023028984,"Hoffmann, E. T. A.",The Nutcracker,3,1.71,3,"This 1816 story is perhaps best known as the basis for Tchaikovsky's popular ballet, but Hoffmann's holiday legend is where the spell begins. Here is the original tale of seven-year-old Marie and her beloved Nutcracker, beset by a dark mystery that surrounds this story within a story.
Godpapa Drosselmeier, who once served as the royal court's inventor, recounts to Marie a tale of the trickery of Dame Mouserink, the Queen of Mice. The vengeful queen casts a curse on an innocent princess, forcing Drosselmeier to undertake an arduous quest to break the spell. His mixed success leads to the lasting enmity between the Nutcracker and seven-headed Mouse-King — Dame Mouserink's son — a conflict that only Marie can help resolve.
One of the world's greatest fantasy writers and a major figure in late German Romanticism, Ernst Theodor Amadeus Hoffmann (1776–1822) created extraordinary works of poetry and supernatural fiction. In tales like The Nutcracker, Hoffmann's characters come to vivid life in settings that move from the firm ground of reality to a world of enchantment, mystery, and romance.",Paperback,"v, 72 pages ; 8.25 H x 0.25 D x 5.00 W inches 0.15 lbs.",1,,ENG,GENERAL,Fiction,[Fic],PZ8.H675 NT 2018B,Dover Thrift Editions,Fiction,"FICTION / Literary
FICTION / Fairy Tales, Folk Tales, Legends & Mythology
FICTION / Holidays","Fairy tales.
Christmas; Fiction.",Book,BOOK,,5/1/2018
9780486826660,048682666X,0023028982,0023028982,"Nietzsche, Friedrich Wilhelm",The Antichrist,3,1.71,8,"""In truth there was only one Christian, and he died on the cross,"" declares Friedrich Nietzsche in this famous attack on Christianity and organized religion. A deep exploration and repudiation of Christian symbolism and morality,The Antichrist was the last of Nietzsche's works save for his autobiography,Ecco Homo. As such, it may be regarded as a final statement of some of his most important ideas.
 This polemic is also one of the philosopher's most conventionally formatted books, consisting of a connected argument with few digressions and a clearly defined beginning, middle, and end. Indeed, it ranks among philosophy's most accessible and easily understood works, consisting of 62 brief chapters. Each chapter features an aphorism that advances the author's arguments against Christian tenets. Fast-paced, concise, and brimming with conviction, Nietzsche's landmark work is essential to a grasp of his complete oeuvre.",Paperback,pages cm. 8.00 H x 0.25 D x 5.00 W inches 0.17 lbs.,1,,ENG,GENERAL,Non-Fiction,193,B3313.A8 E5 2018,Dover Thrift Editions,Philosophy,"PHILOSOPHY / Religious
PHILOSOPHY / Essays
PHILOSOPHY / Good & Evil",Christianity; Controversial literature.,Book,BOOK,,5/1/2018
9780486826912,0486826910,0023028978,0023028978,"Cummings, E. E.",Tulips & Chimneys,3,1.71,7,"Edward Estlin Cummings (1894–1962), a native of Cambridge, Massachusetts, and a Harvard University graduate, is best known for his rejection of traditional poetic forms. As e. e. cummings, he conducted radical experiments with spelling, syntax, and punctuation that inspired a revolution in twentieth-century literary expression and excited the admiration and affection of poetry lovers of all ages.
With his 1923 debut, Tulips & Chimneys, the 25-year-old poet rattled the conservative literary scene, directing his avant-garde approach to the traditional subjects of love, life, time, and beauty. His playful treatment of punctuation and language adds enduring zest to such popular and oft-anthologized poems as ""All in green went my love riding,"" ""in Just-,"" ""Tumbling-hair,"" ""O sweet spontaneous,"" ""Buffalo Bill's,"" and ""the Cambridge ladies who live in furnished souls."" This edition presents complete and textually accurate editions of Cummings's work, in keeping with the original manuscripts and the poet's intentions.",Paperback,pages cm. 8.00 H x 0.50 D x 5.00 W inches 0.25 lbs.,1,,ENG,GENERAL,Non-Fiction,811/.52,PS3505.U334 T8 2019,Dover Thrift Editions,Poetry,"POETRY / General
POETRY / American / General
POETRY / Subjects & Themes / General",POETRY / General.,Book,BOOK,,5/1/2018
9780486828312,048682831X,0023028981,0023028981,"Hemingway, Ernest",Three Stories and Ten Poems,3,1.71,0,"""His prose is of first distinction,"" declared critic Edmund Wilson of Hemingway upon the  1923 publication ofThree Stories and Ten Poems, the author's first foray into the literary world. These short stories (""Up in Michigan,"" ""Out of Season,"" and ""My Old Man"") and their accompanying poems captured the attention of other influential critics as well, anticipating the future Nobel Laureate's emergence as a prominent voice of the Modernist movement.
Succinct and lucid in his prose style, American novelist and short story writer Ernest Hemingway (1899–1961) exercised an enormous influence over English-language authors of the twentieth century. A member of the expatriate Lost Generation circle, Hemingway cultivated a larger-than-life image of vigorous masculinity complemented by an intense sensitivity. He drew upon his adventures as a big-game hunter, bullfighter, and fisherman for his fiction as well as his service as a World War I ambulance driver and a reporter during the Spanish Civil War and World War II.",Paperback,pages cm. 8.00 H x 5.00 W inches,1,,ENG,GENERAL,Fiction,813/.52,PS3515.E37 A6 2019,Dover Thrift Editions,Literature/Classics,LITERARY COLLECTIONS / American / General,LITERARY COLLECTIONS / American / General.,Book,BOOK,,5/1/2018
9780486831671,0486831671,0024041861,0024041861,"Nietzsche, Friedrich Wilhelm",Twilight of the Idols,3,1.71,0,"Nietzsche's ""grand declaration of war,"" Twilight of the Idols was written while the philosopher was at the peak of his powers. Blazing with provocative, inflammatory rhetoric, this 1888 polemic examines what we worship and why. Intended by the author as a general introduction to his philosophy, it assails the ""idols"" of Western philosophy and culture, including Socratic rationality and Christian morality.",Paperback,64 p. : 8.00 H x 5.00 W inches,1,,ENG,GENERAL,Non-Fiction,170,BJ,Dover Thrift Editions,Philosophy,"PHILOSOPHY / Ethics & Moral Philosophy
PHILOSOPHY / Religious",null,Book,BOOK,,10/23/2018
9780486831855,048683185X,0024041768,0024041768,"Rilke, Rainer Maria",Letters to a Young Poet,3,1.71,0,"Born in Prague when it was part of the Austro-Hungarian empire and recognized today as a master of verse, poet Rainer Maria Rilke was considerably less well known in 1902 when he received a heartfelt letter from an aspiring poet. A 19-year-old student sent Rilke some of his verses, seeking an opinion of their worth. Rilke declined to offer a critique, instead encouraging the student to rely upon his own inner judgment: ""Nobody can advise and help you, nobody. There is only one single means. Go inside yourself.""
This seemingly dismissive letter proved to be the first of ten, written during a six-year period that coincided with an important stage in Rilke's artistic development. The poet offered his young correspondent further advice on developing a rich inner life as well as guidance on broader philosophical and existential issues. These letters, which explore many of the themes that later emerged in Rilke's best works, remain a captivating source of insights into the artistic identity and process.",Paperback,80 p. : 8.00 H x 5.00 W inches,1,,ENG,GENERAL,Non-Fiction,808,PN,Dover Thrift Editions,Literature/Classics,LITERARY COLLECTIONS / Letters,null,Book,BOOK,,10/23/2018
9780715123270,0715123270,0019357498,0019357498,Not Available,Common Worship,3,1.71,0,,Pamphlet,6 p. : 10.00 H x 0.25 D x 4.75 W inches 0.09 lbs.,1,,ENG,RELIGIOUS,Non-Fiction,265,BV,,Religion/Ethics,"RELIGION / Christian Rituals & Practice / Sacraments
RELIGION / Prayerbooks / Christian
RELIGION / Christian Rituals & Practice / Worship & Liturgy",null,Book,BOOK,,8/12/2016
9780717802418,0717802418,0001228831,0001228831,"Marx, Karl",Manifesto of the Communist Party,3,2.19,622,The political tract in which Marx presented the core of his philosophy and revolutionary program.,Paperback,48 p. ; 7.75 H x 0.25 D x 5.00 W inches 0.10 lbs.,1,,ENG,TEXTBOOK,Non-Fiction,335.4/22,HX39.5 .A5213 1948,,Politics/Intl Relations,"POLITICAL SCIENCE / Political Ideologies / Communism, Post-Communism & Socialism",Communism.,Book,BOOK,,12/15/2012
9780876121535,0876121539,0003214704,0003214704,"Yogananda, Paramahansa",LA Legge Del Successo/the Law of of Success (LA Legge Del Successo/the Law of of Success),3,1.71,0,,Paperback,32 p. : 5.50 H x 0.25 D x 3.25 W inches 0.10 lbs.,0,,ita,GENERAL,Non-Fiction,458,,,Language,FOREIGN LANGUAGE STUDY / Italian,null,Book,BOOK,,12/26/2012
